EndNodes_1,EndNodes_2,Weight
I2L,I1L,2
I2L,I5,2
I2L,I2R,3
I2L,I6,2
I2L,M1,1
I2L,NSMR,24
I2L,I4,13
I2L,M4,4
I2L,NSML,14
I2L,M3R,3
I2L,pm3VL,1
I2L,pm4VL,2
I2L,pm5D,1
I2L,pm5VL,2
I2L,pm5VR,1
I2L,e3VL,1
I1L,I2L,10
I1L,I3,3
I1L,I5,2
I1L,MI,2
I1L,I6,1
I1L,M2L,3
I1L,NSML,3
I1L,M3L,8
I1L,M3R,2
I1L,MCL,2
I1L,MCR,2
I1L,pm1,2
I1L,pm3VL,7
I1L,pm4D,1
I1L,pm4VL,2
I3,I1L,1
I3,I5,2
I3,MI,1
I3,I1R,1
I3,I6,1
I3,M1,2
I3,NSMR,2
I3,M2L,2
I3,M4,2
I3,M3L,2
I3,M3R,2
I3,MCL,1
I3,MCR,2
I3,pm4D,2
I3,pm5D,4
I5,I2L,3
I5,I1L,2
I5,I3,1
I5,MI,4
I5,I2R,1
I5,M1,3
I5,NSMR,5
I5,I4,7
I5,M2L,4
I5,M4,19
I5,NSML,1
I5,M5,2
I5,M3L,4
I5,M3R,2
I5,pm5VL,4
I5,pm5VR,14
I5,pm6VL,1
I5,g1AL,9
I5,g1AR,6
MI,I1L,1
MI,I3,2
MI,M1,7
MI,NSMR,2
MI,I4,1
MI,M2L,3
MI,M2R,2
MI,NSML,1
MI,M3L,2
MI,M3R,2
MI,MCL,3
MI,pm4D,2
MI,pm4VL,1
MI,pm4VR,7
MI,pm5D,5
I2R,I2L,3
I2R,I5,2
I2R,I1R,1
I2R,I6,3
I2R,M1,3
I2R,NSMR,7
I2R,I4,20
I2R,M2R,2
I2R,M4,3
I2R,NSML,34
I2R,M3R,2
I2R,MCL,1
I2R,pm1,1
I2R,pm3VR,1
I2R,pm4D,2
I2R,pm4VL,1
I2R,pm5VL,1
I2R,pm5VR,4
I2R,e3VR,1
I1R,I3,1
I1R,I5,2
I1R,MI,1
I1R,I2R,6
I1R,M1,1
I1R,NSMR,2
I1R,M2L,1
I1R,M2R,3
I1R,NSML,1
I1R,M3L,1
I1R,M3R,6
I1R,MCL,3
I1R,MCR,4
I1R,pm1,2
I1R,pm3D,2
I1R,pm3VR,5
I1R,pm4D,1
I1R,pm4VR,2
I1R,pm5D,2
I1R,pm5VR,1
I6,I2L,1
I6,I3,12
I6,I2R,4
I6,I1R,1
I6,NSMR,23
I6,M4,15
I6,NSML,24
I6,M3L,10
I6,pm5D,13
I6,g1p,2
I6,bm,2
M1,I2L,3
M1,I3,8
M1,I5,2
M1,MI,6
M1,I2R,2
M1,I1R,1
M1,I4,1
M1,M4,1
M1,NSML,2
M1,M5,1
M1,pm2D,1
M1,pm2VL,1
M1,pm3VL,1
M1,RIPL,1
M1,pm4D,1
M1,pm5D,3
M1,e3D,3
M1,e3VL,1
M1,g1p,5
NSMR,I2L,1
NSMR,I2R,1
NSMR,I6,4
NSMR,I4,3
NSMR,M3R,24
NSMR,pm4D,3
NSMR,pm5D,9
NSMR,pm5VL,1
NSMR,pm5VR,53
NSMR,bm,72
I4,I5,2
I4,MI,1
I4,I2R,7
I4,NSMR,15
I4,M2L,5
I4,NSML,8
I4,M3L,6
I4,M3R,22
I4,pm4D,1
I4,pm5VL,11
I4,pm5VR,2
M2L,I3,2
M2L,I5,2
M2L,I4,8
M2L,M3L,3
M2L,M3R,1
M2L,pm4D,3
M2L,pm4VL,9
M2L,pm5D,2
M2L,pm5VL,21
M2L,g1AL,8
M2R,I5,3
M2R,NSMR,1
M2R,I4,1
M2R,M3L,2
M2R,M3R,1
M2R,pm4D,3
M2R,pm4VR,3
M2R,pm5VR,12
M2R,g1AR,3
M4,I5,1
M4,I4,5
M4,M2L,1
M4,M4,15
M4,M3L,1
M4,MCL,1
M4,pm4VR,1
M4,pm5D,69
M4,pm5VL,50
M4,pm5VR,72
M4,g1p,46
M4,g1AL,43
M4,g1AR,49
M4,g2L,3
NSML,I6,1
NSML,NSMR,7
NSML,I4,1
NSML,M4,13
NSML,M3L,21
NSML,M3R,1
NSML,pm4VL,2
NSML,pm5D,38
NSML,pm5VL,63
NSML,pm5VR,8
NSML,bm,88
M5,I5,1
M5,M1,1
M5,pm5VL,1
M5,pm5VR,3
M5,pm6D,2
M5,pm6VL,2
M5,pm6VR,2
M5,pm7D,3
M5,pm7VR,2
M5,mc3V,4
M5,g1AL,3
M5,g1AR,1
M5,g2L,2
M5,g2R,1
M3L,NSML,1
M3L,pm4D,17
M3L,pm4VL,6
M3L,pm5D,4
M3L,pm5VL,2
M3R,M4,2
M3R,pm4D,6
M3R,pm4VR,1
M3R,g1AR,3
M3R,bm,1
MCL,mc2DR,7
MCL,mc2V,13
MCR,mc2DL,6
MCR,mc2DR,4
MCR,mc2V,11
RIPL,pm3VL,4
RIPL,RIPL,3
RIPL,mc2DL,2
RIPL,ADFL,3
RIPL,BAGL,7
RIPL,RIH,2
RIPL,OLLL,4
RIPL,OLQVL,1
RIPL,OLQDR,2
RIPL,hyp,3
RIPR,pm3VR,6
RIPR,mc2DR,1
RIPR,ADFR,1
RIPR,RIH,1
RIPR,URBR,1
RIPR,BAGR,2
RIPR,IL1R,1
RIPR,URAVR,1
RIPR,OLQDR,3
RIPR,OLQVR,2
RIPR,AVBR,2
RIPR,hyp,4
AWAR,ASIL,2
AWAR,AIAR,3
AWAR,ASER,5
AWAR,ADFR,9
AWAR,AIYR,8
AWAR,AIZR,25
AWAR,ASGR,1
AWAR,AWBR,3
AWAR,RIR,2
AWAR,RIFR,5
AWAR,AFDR,23
AWAR,RIGR,6
AWAR,AUAR,1
ASIL,AWAR,2
ASIL,AWCL,3
ASIL,AWCR,4
ASIL,ASKL,3
ASIL,AIAL,2
ASIL,AIYL,3
ASIL,ASER,8
ASIL,AIYR,2
ASIL,ASGL,3
ASIL,CEPVR,1
ASIL,ADFL,1
ASIL,AIZL,1
ASIL,AIBL,3
ASIL,RMFL,1
ASIL,RIBL,1
ASIL,RIAL,3
ASIL,SAAVL,2
AWCL,ASIL,1
AWCL,AWCR,11
AWCL,AIAR,4
AWCL,AIAL,2
AWCL,AIYL,22
AWCL,ASER,1
AWCL,ASGR,1
AWCL,AFDL,2
AWCL,AIZL,1
AWCL,AIBR,2
AWCL,AIBL,12
AWCL,RIAL,6
AWCL,SMDVL,1
AWCL,AVAL,1
AWCR,ASIL,2
AWCR,AWCL,17
AWCR,ASIR,2
AWCR,AIAR,8
AWCR,ASEL,8
AWCR,AIAL,1
AWCR,AIYL,12
AWCR,ASER,5
AWCR,ADFR,1
AWCR,ASHR,1
AWCR,AIYR,22
AWCR,ASGR,3
AWCR,AIBR,18
AWCR,AIBL,3
AWCR,RIAL,3
AWCR,IL2L,2
AWCR,RIVL,3
URXL,ASIL,1
URXL,URXL,3
URXL,AIML,2
URXL,ADFL,1
URXL,HSNR,1
URXL,RIR,1
URXL,AIZL,1
URXL,ASHL,1
URXL,AUAL,14
URXL,RIGL,6
URXL,CEPDL,1
URXL,RMGL,5
URXL,ADAL,6
URXL,RICL,8
URXL,BAGR,2
URXL,RIAL,15
URXL,IL2L,1
URXL,AVBL,4
URXL,AVDR,1
URXL,AVJR,4
URXL,AVEL,9
URXL,RID,1
URXL,IL1DL,2
URXL,OLQVL,2
URXL,AVAL,1
AINL,ASIL,11
AINL,AIAR,1
AINL,ASEL,1
AINL,ASGR,1
AINL,AFDR,10
AINL,BAGL,5
AINL,AUAR,2
AINL,RIBR,3
AINL,RMFL,1
AINL,RIBL,2
AINL,RID,2
AINL,RMDVL,3
AINL,SAAVL,3
AINL,CEPshVR,2
AINL,hyp,1
ASIR,AWAR,1
ASIR,AWCL,2
ASIR,AWCR,5
ASIR,AIAR,4
ASIR,ASEL,2
ASIR,AIAL,1
ASIR,ASER,2
ASIR,ASHR,2
ASIR,ASGR,3
ASIR,CEPVR,1
ASIR,ADLR,1
ASIR,AIBR,3
ASIR,CEPshVR,4
ASIR,hyp,2
ADER,ASIR,1
ADER,CEPVR,1
ADER,URXR,2
ADER,RIGL,12
ADER,RIAR,1
ADER,RIGR,11
ADER,ADAR,1
ADER,RMGR,5
ADER,URBR,1
ADER,IL2R,1
ADER,CEPDR,5
ADER,IL1R,1
ADER,AVER,4
ADER,RMDL,1
ADER,ALNR,1
ADER,SMDVR,1
ADER,AVDR,5
ADER,ADEL,3
ADER,AVJR,1
ADER,FLPL,1
ADER,FLPR,4
ADER,OLLR,3
ADER,AVAR,4
ADER,RMDR,6
ADER,AVAL,9
ADER,dBWMR4,1
ADER,CEPshDR,1
AIAR,AWAR,4
AIAR,AWCL,6
AIAR,AWCR,6
AIAR,ASIR,2
AIAR,AIAR,1
AIAR,ASER,5
AIAR,ASKR,1
AIAR,AIZR,2
AIAR,ASGR,5
AIAR,RIFR,10
AIAR,ADLR,10
AIAR,AIBR,33
AIAR,ADAR,4
SAAVR,RIPL,12
SAAVR,ASIR,1
SAAVR,SAAVR,1
SAAVR,RIAR,1
SAAVR,AIBR,1
SAAVR,ALNR,1
SAAVR,SMBDL,1
SAAVR,AVBL,1
SAAVR,AVAR,39
SAAVR,IL1DL,12
SAAVR,SMDDL,17
SAAVR,RMEV,1
SAAVR,RIMR,7
SAAVR,RIML,12
SAAVR,vBWML3,7
SAAVR,vBWML4,3
SAAVR,vBWML6,2
SAAVR,hyp,2
ASEL,AWCL,16
ASEL,AWCR,11
ASEL,ASJL,1
ASEL,AIAL,6
ASEL,AWBL,1
ASEL,AIYL,32
ASEL,ASER,2
ASEL,ADFR,1
ASEL,AIYR,21
ASEL,RIR,1
ASEL,AFDR,3
ASEL,AIZL,1
ASEL,RIAR,2
ASEL,AIBR,13
ASEL,AIBL,16
ASEL,IL2R,1
ASEL,OLLR,1
ASJL,ASKL,12
ASJL,PVQL,34
ASJL,ALA,3
ASJL,HSNL,1
ASJL,ASKR,1
ASJL,HSNR,1
ASJL,CEPDL,1
ASKL,ASJL,1
ASKL,AIML,5
ASKL,AIAL,29
ASKL,ASER,4
ASKL,AIBL,9
AIML,URXL,1
AIML,ASJL,2
AIML,ASKL,7
AIML,AIAL,11
AIML,PVQL,1
AIML,ASGL,8
AIML,AVHR,1
AIML,AVHL,2
AIML,CEPDL,3
AIML,RMGL,3
AIML,AVFR,4
AIML,AVJL,1
AIML,SMBVL,4
AIML,ALML,1
AIML,RIFL,2
AIML,RID,2
AIML,AVFL,5
AIML,AVDL,1
AIML,CEPshDL,2
AIML,CEPshVL,1
AIAL,AWCL,1
AIAL,AWCR,6
AIAL,ASEL,5
AIAL,ASJL,4
AIAL,ASKL,9
AIAL,AIML,6
AIAL,PVQL,1
AIAL,ADLL,1
AIAL,ASER,10
AIAL,ASGL,1
AIAL,ADFL,2
AIAL,RIR,2
AIAL,AIZL,4
AIAL,ASHL,1
AIAL,RMGL,2
AIAL,AIBL,35
AIAL,ADAL,1
AIAL,RIFL,10
PVQL,ASJL,3
PVQL,ASKL,12
PVQL,AIAL,10
PVQL,HSNL,3
PVQL,AWAL,1
PVQL,AVHR,1
PVQL,HSNR,6
PVQL,RMGL,1
PVQL,PVPL,1
PVQL,DA08,1
PVQL,DD06,1
PVQL,vBWMR10,1
PVQL,hyp,3
PVQR,AWAR,4
PVQR,AIAR,12
PVQR,ASJL,1
PVQR,AIAL,1
PVQR,AIMR,2
PVQR,ASER,2
PVQR,ASKR,6
PVQR,RIFR,4
PVQR,AVFR,1
PVQR,RMGR,1
PVQR,DVC,1
PVQR,PVT,1
PVQR,AVL,2
PVQR,VC02,1
PVQR,AVBR,1
PVQR,DD01,1
PVQR,DD06,2
PVQR,VD01,1
PVQR,CEPshVR,1
PVQR,hyp,1
SMDDR,ASJL,1
SMDDR,AIZR,2
SMDDR,ASGL,1
SMDDR,RIAR,3
SMDDR,RIBL,1
SMDDR,RIAL,5
SMDDR,AVER,1
SMDDR,ALNL,1
SMDDR,SMDVL,5
SMDDR,SMBDR,3
SMDDR,ALNR,2
SMDDR,SIADR,14
SMDDR,RIS,3
SMDDR,SMDDL,4
SMDDR,RMDR,1
SMDDR,RIMR,3
SMDDR,RIVL,1
SMDDR,SIBDR,14
SMDDR,dBWML2,3
SMDDR,dBWML5,11
SMDDR,dBWML6,4
SMDDR,dBWML7,6
SMDDR,vBWML2,3
SMDDR,vBWMR2,6
SMDDR,vBWMR6,2
SMDDR,dBWML8,8
SMDDR,dBWML9,6
SMDDR,dBWML10,6
SMDDR,dBWML11,6
SMDDR,dBWML12,6
SMDDR,dBWML13,6
SMDDR,dBWML14,6
SMDDR,dBWML15,6
SMDDR,dBWML16,2
SMDDR,hyp,2
AIMR,AIAR,10
AIMR,AIMR,1
AIMR,ASJR,4
AIMR,ALA,2
AIMR,HSNL,3
AIMR,ADFR,2
AIMR,ASKR,4
AIMR,ASGR,6
AIMR,CEPVR,1
AIMR,AVHR,2
AIMR,HSNR,3
AIMR,URXR,5
AIMR,RIFR,3
AIMR,AVFR,4
AIMR,RMGR,4
AIMR,PVNR,1
AIMR,BDUR,2
AIMR,AVDR,2
AIMR,AVJR,1
AIMR,AVAR,1
AIMR,AVFL,3
AIMR,RMDR,1
AIMR,OLQDR,1
ASJR,PVQR,19
ASJR,ASKR,12
ASJR,HSNR,1
ASJR,hyp,1
ALA,ASJR,4
ALA,RIAR,2
ALA,AVER,4
ALA,AVDR,1
ALA,AVEL,8
ALA,PVDR,75
ALA,PVDL,75
ALA,RMDR,3
ALA,CEPshDL,3
ALA,CANL,30
ALA,CANR,30
ALA,exc_cell,15
ALA,hyp,18
HSNL,AWAR,3
HSNL,ASKL,3
HSNL,AIAL,8
HSNL,PVQL,1
HSNL,AIMR,2
HSNL,ASJR,2
HSNL,HSNL,1
HSNL,AWBL,5
HSNL,ADLL,1
HSNL,ASKR,2
HSNL,ASHR,1
HSNL,AIZR,3
HSNL,AWBR,3
HSNL,HSNR,5
HSNL,RIR,3
HSNL,AIZL,6
HSNL,ADLR,1
HSNL,ASHL,3
HSNL,AVFR,4
HSNL,RMGR,1
HSNL,AVJL,3
HSNL,RIFL,9
HSNL,AVFL,11
HSNL,VC05,9
HSNL,RIML,4
HSNL,vBWML11,1
HSNL,vBWML15,3
HSNL,vBWML16,1
HSNL,vBWMR11,1
HSNL,hyp,1
HSNL,vm2AL,6
HSNL,vm2AR,6
HSNL,vm2PL,6
HSNL,vm2PR,6
AWBL,AWCL,1
AWBL,ASEL,1
AWBL,AIAL,4
AWBL,HSNL,1
AWBL,AWAL,2
AWBL,AIYL,1
AWBL,ADFL,25
AWBL,AVHR,2
AWBL,AIZL,15
AWBL,ASHL,2
AWBL,RIGL,2
AWBL,AIBR,1
AWBL,RIAL,10
AWBL,SMBDL,2
AWBL,SMBVL,3
AWBL,AVBL,2
AWAL,ASEL,7
AWAL,AWBL,9
AWAL,AIYL,3
AWAL,ASGL,1
AWAL,AFDL,7
AWAL,AIZL,23
AWAL,ASHL,2
AWAL,ADAL,2
ADLL,RIPL,3
ADLL,AWCL,2
ADLL,ASEL,1
ADLL,AIAL,19
ADLL,ALA,5
ADLL,AWBL,3
ADLL,AWAL,1
ADLL,ASER,12
ADLL,ASGL,2
ADLL,RIR,1
ADLL,ASHL,6
ADLL,RIGL,1
ADLL,AIBL,26
ADLL,AVJL,3
ADLL,ADAL,1
ADLL,RIAL,1
ADLL,SMBVL,5
ADLL,AVBL,12
ADLL,AVDR,15
ADLL,AVJR,9
ADLL,AVAR,5
ADLL,OLQVL,2
ADLL,AVDL,4
ADLL,AVAL,9
AIYL,AWCL,5
AIYL,AWCR,3
AIYL,AWAL,14
AIYL,ASER,1
AIYL,AFDL,2
AIYL,HSNR,1
AIYL,RIR,1
AIYL,AIZL,67
AIYL,RIH,1
AIYL,AIBL,3
AIYL,RIBL,42
AIYL,RIAL,51
ASER,AWAR,1
ASER,AWCL,1
ASER,AWCR,1
ASER,AIAR,4
ASER,ASEL,3
ASER,ASKL,1
ASER,AIAL,8
ASER,ADLL,4
ASER,AIYL,9
ASER,ASHR,2
ASER,AIYR,38
ASER,AFDL,2
ASER,AFDR,3
ASER,AIZL,1
ASER,ADLR,1
ASER,AIBR,32
ASER,AIBL,4
ASER,hyp,2
ADFR,AWAR,1
ADFR,AWCR,1
ADFR,ADFR,1
ADFR,ASHR,6
ADFR,AIYR,2
ADFR,AIZR,37
ADFR,AWBR,4
ADFR,URXR,10
ADFR,RIR,7
ADFR,AVHL,1
ADFR,AFDR,1
ADFR,BAGL,6
ADFR,RIH,2
ADFR,PVPR,1
ADFR,RIAR,61
ADFR,RIGR,24
ADFR,ADAR,4
ADFR,SMBVR,19
ADFR,AUAR,9
ADFR,SMBDR,2
ADFR,URYVR,2
ADFR,OLQVR,1
ASKR,AWAR,2
ASKR,AIAR,35
ASKR,AIAL,1
ASKR,AIMR,5
ASKR,ALA,1
ASKR,HSNL,1
ASKR,ASER,1
ASKR,ASGR,1
ASKR,CEPVR,2
ASKR,RIFR,1
ASKR,ADLR,3
ASKR,AIBR,2
ASHR,AWAR,1
ASHR,AIAR,28
ASHR,HSNL,4
ASHR,AWBL,1
ASHR,ADFR,3
ASHR,ASHR,2
ASHR,HSNR,5
ASHR,AVHL,1
ASHR,ADLR,13
ASHR,PVPR,1
ASHR,RIAR,3
ASHR,AIBR,7
ASHR,ADAR,5
ASHR,RMGR,6
ASHR,PVCL,3
ASHR,SMBVR,7
ASHR,AVER,7
ASHR,AVDR,2
ASHR,AVAR,10
ASHR,AVDL,27
ASHR,AVBR,6
AIYR,AWAR,1
AIYR,AINL,1
AIYR,ASEL,2
AIYR,AIYL,7
AIYR,ASER,4
AIYR,ADFR,1
AIYR,AIZR,70
AIYR,ASGR,2
AIYR,AWBR,1
AIYR,AFDR,1
AIYR,RIAR,50
AIYR,BAGR,1
AIYR,RIBR,60
AIYR,RIVR,1
AIZR,AWAR,1
AIZR,AWCR,2
AIZR,AIAR,5
AIZR,SMDDR,4
AIZR,ASER,2
AIZR,ADFR,1
AIZR,RIAR,25
AIZR,AIBR,3
AIZR,AIBL,50
AIZR,SMBVR,10
AIZR,DVA,3
AIZR,AVER,1
AIZR,SMBDR,17
AIZR,SIADR,1
AIZR,AVEL,28
AIZR,RIMR,34
ASGL,ASKL,2
ASGL,AIAL,46
ASGL,AINR,2
ASGL,AIBL,17
AINR,AWCL,2
AINR,URXL,2
AINR,AINL,1
AINR,ASEL,1
AINR,AIAL,2
AINR,ASER,3
AINR,ASGL,1
AINR,AINR,1
AINR,AFDL,9
AINR,URXR,2
AINR,AFDR,3
AINR,AUAL,1
AINR,CEPDL,2
AINR,AIBL,2
AINR,BAGR,9
AINR,AUAR,2
AINR,RIBL,8
AINR,RID,2
AINR,CEPshDL,4
ASGR,AIAR,51
ASGR,ASER,3
ASGR,AIYR,1
ASGR,AIBR,20
AWBR,AIMR,1
AWBR,HSNL,2
AWBR,ASER,1
AWBR,ADFR,7
AWBR,ASHR,2
AWBR,AIYR,1
AWBR,AIZR,8
AWBR,ASGR,1
AWBR,HSNR,2
AWBR,RIR,7
AWBR,RIFR,1
AWBR,RIAR,3
AWBR,URYVR,1
AWBR,OLQVR,1
AWBR,AVBR,2
CEPVR,RIPR,3
CEPVR,SMDDR,2
CEPVR,ASGR,2
CEPVR,ADLR,3
CEPVR,RIAR,1
CEPVR,IL2VR,3
CEPVR,RICL,13
CEPVR,SMBVR,2
CEPVR,RIAL,1
CEPVR,CEPDR,1
CEPVR,SIAVR,7
CEPVR,AVEL,13
CEPVR,OLLR,14
CEPVR,IL1VR,8
CEPVR,URAVR,3
CEPVR,RICR,12
CEPVR,RMHR,15
CEPVR,URYVR,2
CEPVR,OLQVR,11
CEPVR,RIVL,2
CEPVR,RMDDR,4
CEPVR,vBWMR3,1
CEPVR,vBWMR5,2
CEPVR,vBWMR8,2
CEPVR,CEPshVR,2
ADFL,AWCR,2
ADFL,URXL,1
ADFL,AIAL,2
ADFL,AWBL,2
ADFL,ADLL,1
ADFL,AFDL,1
ADFL,RIR,4
ADFL,AIZL,39
ADFL,AUAL,12
ADFL,RIGL,4
ADFL,RIGR,1
ADFL,AIBR,1
ADFL,AIBL,2
ADFL,ADAL,2
ADFL,RIBL,4
ADFL,RIAL,46
ADFL,SMDVL,1
ADFL,SMBDL,1
ADFL,SMBVL,9
ADFL,RIVL,1
AFDL,ASEL,1
AFDL,AWBL,4
AFDL,AIYL,25
AFDL,ASER,1
AFDL,AINR,3
AFDL,AFDL,1
AFDL,AIBL,1
AVHR,AWBL,1
AVHR,ASKR,1
AVHR,RIR,8
AVHR,AVHL,1
AVHR,ADLR,3
AVHR,RIGL,1
AVHR,AVFR,2
AVHR,AQR,1
AVHR,DVA,1
AVHR,SMBDL,3
AVHR,SMBVL,1
AVHR,AVBL,3
AVHR,PVPL,9
AVHR,AVDR,1
AVHR,AVJR,5
AVHR,AVFL,2
AVHR,AVG,1
AVHR,AVAL,1
AVHR,AVBR,1
AVHR,vBWMR9,1
HSNR,AIAL,3
HSNR,PVQR,1
HSNR,HSNL,1
HSNR,AWBL,2
HSNR,AIZR,1
HSNR,AVHR,2
HSNR,RIFR,6
HSNR,AVHL,2
HSNR,AIZL,3
HSNR,ASHL,4
HSNR,PVPR,1
HSNR,AIBL,2
HSNR,AVFR,2
HSNR,RMGR,1
HSNR,AVJL,3
HSNR,PVNR,2
HSNR,AVER,1
HSNR,BDUR,2
HSNR,AVDR,1
HSNR,AVEL,1
HSNR,AS05,2
HSNR,AVFL,4
HSNR,PVT,1
HSNR,RIMR,1
HSNR,VC02,6
HSNR,VC03,1
HSNR,VC05,2
HSNR,VC04,1
HSNR,RIML,1
HSNR,SABD,1
HSNR,VA06,2
HSNR,RMDDR,1
HSNR,SABVR,1
HSNR,DA05,2
HSNR,DA06,1
HSNR,DB05,1
HSNR,vBWMR9,1
HSNR,vBWMR10,4
HSNR,vBWMR15,1
HSNR,vBWMR16,2
HSNR,vm2AL,6
HSNR,vm2AR,6
HSNR,vm2PL,6
HSNR,vm2PR,6
URXR,RIPR,10
URXR,AIMR,3
URXR,ADFR,4
URXR,AWBR,2
URXR,RIR,4
URXR,RIFR,3
URXR,ADLR,3
URXR,RIAR,20
URXR,RIGR,7
URXR,ADAR,1
URXR,RMGR,6
URXR,URBR,8
URXR,SMBVR,7
URXR,AUAR,21
URXR,CEPDR,1
URXR,AVER,2
URXR,SIADL,2
URXR,SIAVR,4
URXR,AVBL,2
URXR,ALMR,1
URXR,AVAR,2
URXR,RICR,3
URXR,RMDDL,2
URXR,RMDR,8
URXR,OLQVR,2
URXR,AVBR,3
RIR,URXL,9
RIR,AIMR,1
RIR,HSNL,1
RIR,ADFR,4
RIR,ASHR,1
RIR,AIZR,15
RIR,AWBR,1
RIR,ADFL,1
RIR,URXR,6
RIR,AFDR,1
RIR,AIZL,12
RIR,ASHL,1
RIR,AUAL,7
RIR,RIGL,2
RIR,PVPR,1
RIR,RIAR,4
RIR,RIGR,4
RIR,RMGL,1
RIR,ADAR,1
RIR,RMGR,1
RIR,BAGR,1
RIR,AQR,2
RIR,RIAL,11
RIR,DVA,9
RIR,PVPL,2
RIR,AVEL,4
RIFR,RIPR,2
RIFR,HSNL,2
RIFR,ASHR,6
RIFR,AWBR,2
RIFR,CEPVR,2
RIFR,HSNR,3
RIFR,URXR,3
RIFR,AIZL,1
RIFR,ADLR,1
RIFR,PVPR,6
RIFR,RIAR,1
RIFR,AVJL,2
RIFR,PVCL,1
RIFR,AVBL,1
RIFR,PVCR,1
RIFR,RIFL,1
RIFR,AVJR,2
RIFR,AVFL,1
RIFR,RIMR,10
RIFR,AVBR,35
AVHL,PVQR,3
AVHL,ADFR,5
AVHL,ASHR,1
AVHL,AWBR,3
AVHL,AVHR,1
AVHL,RIR,2
AVHL,RIFR,1
AVHL,PVPR,2
AVHL,AVFR,5
